# From: Daniel Eisenstein <eisenste@cmb.as.arizona.edu>
# ../LRG/lrg.0701a.05.faruv
# Eisenstein, Hogg, and many others (2002)
# Average spectrum of SDSS LRGs at z~0.4-0.5
# lambda average_spectrum(flam)
2600.76001  0.188228
2601.36011  0.363361
2601.95996  0.278211
2602.55005  0.258052
2603.14990  0.348253
2603.75000  0.275979
2604.35010  0.247992
2604.94995  0.372696
2605.55005  0.108715
2606.14990  0.171629
2606.75000  0.388908
2607.35010  0.440688
2607.94995  0.350123
2608.55005  0.402093
2609.15991  0.104120
2609.76001  0.166823
2610.36011  0.108677
2610.95996  0.225035
2611.56006  0.195085
2612.15991  0.246869
2612.76001  0.308814
2613.36011  0.251328
2613.96997  0.254150
2614.57007  0.228079
2615.16992  0.225401
2615.77002  0.303515
2616.37012  0.326296
2616.97998  0.220789
2617.58008  0.229399
2618.17993  0.181222
2618.79004  0.170462
2619.38989  0.061770
2619.98999  0.332729
2620.59009  0.443730
2621.19995  0.314243
2621.80005  0.355893
2622.40991  0.441932
2623.01001  0.274061
2623.61011  0.187811
2624.21997  0.351095
2624.82007  0.249953
2625.42993  0.374355
2626.03003  0.235606
2626.63989  0.171526
2627.23999  0.327412
2627.85010  0.256752
2628.44995  0.259512
2629.06006  0.231743
2629.65991  0.170969
2630.27002  0.116463
2630.87012  0.342501
2631.47998  0.245384
2632.08008  0.181894
2632.68994  0.411858
2633.30005  0.392887
2633.89990  0.381847
2634.51001  0.273442
2635.12012  0.373230
2635.71997  0.413672
2636.33008  0.547072
2636.93994  0.442794
2637.55005  0.352778
2638.14990  0.290232
2638.76001  0.425476
2639.37012  0.446265
2639.97998  0.289849
2640.58008  0.320130
2641.18994  0.304284
2641.80005  0.317339
2642.40991  0.460736
2643.02002  0.380673
2643.62988  0.448198
2644.22998  0.422306
2644.84009  0.322950
2645.44995  0.480274
2646.06006  0.385959
2646.66992  0.397886
2647.28003  0.535256
2647.88989  0.296287
2648.50000  0.301435
2649.11011  0.396703
2649.71997  0.249725
2650.33008  0.342180
2650.93994  0.417642
2651.55005  0.552654
2652.15991  0.466449
2652.77002  0.381586
2653.37988  0.447025
2653.98999  0.393442
2654.60010  0.353878
2655.21997  0.403828
2655.83008  0.387871
2656.43994  0.377565
2657.05005  0.399466
2657.65991  0.357204
2658.27002  0.345670
2658.88989  0.411701
2659.50000  0.458249
2660.11011  0.380460
2660.71997  0.445925
2661.34009  0.241352
2661.94995  0.266515
2662.56006  0.376670
2663.17993  0.352382
2663.79004  0.397649
2664.39990  0.314083
2665.02002  0.357791
2665.62988  0.445315
2666.23999  0.413350
2666.86011  0.353697
2667.46997  0.280024
2668.09009  0.251802
2668.69995  0.372255
2669.32007  0.331049
2669.92993  0.311711
2670.54004  0.273931
2671.15991  0.274140
2671.78003  0.260484
2672.38989  0.409379
2673.01001  0.302510
2673.62012  0.314384
2674.23999  0.418738
2674.85010  0.330702
2675.46997  0.276942
2676.08008  0.420255
2676.69995  0.406813
2677.32007  0.297494
2677.92993  0.206665
2678.55005  0.276295
2679.16992  0.375472
2679.78003  0.363776
2680.39990  0.393176
2681.02002  0.418434
2681.63989  0.321145
2682.25000  0.354663
2682.87012  0.467064
2683.48999  0.446179
2684.11011  0.386988
2684.72998  0.468751
2685.34009  0.340737
2685.95996  0.361463
2686.58008  0.436155
2687.19995  0.343082
2687.82007  0.372358
2688.43994  0.437297
2689.06006  0.358342
2689.67993  0.313789
2690.29004  0.335954
2690.90991  0.181063
2691.53003  0.243005
2692.14990  0.347632
2692.77002  0.364403
2693.38989  0.328876
2694.01001  0.395132
2694.62988  0.272190
2695.26001  0.252887
2695.87988  0.339161
2696.50000  0.284055
2697.12012  0.263524
2697.73999  0.274776
2698.36011  0.198366
2698.97998  0.342936
2699.60010  0.322355
2700.21997  0.400671
2700.85010  0.353276
2701.46997  0.333304
2702.09009  0.372670
2702.70996  0.264984
2703.34009  0.339822
2703.95996  0.319003
2704.58008  0.426647
2705.19995  0.409875
2705.83008  0.321324
2706.44995  0.330272
2707.07007  0.249539
2707.69995  0.306508
2708.32007  0.354748
2708.93994  0.311401
2709.57007  0.296165
2710.18994  0.367528
2710.82007  0.360045
2711.43994  0.388475
2712.06006  0.280696
2712.68994  0.227559
2713.31006  0.265005
2713.93994  0.225324
2714.56006  0.334102
2715.18994  0.263175
2715.81006  0.332868
2716.43994  0.377080
2717.06006  0.368939
2717.68994  0.274604
2718.32007  0.234733
2718.93994  0.368511
2719.57007  0.368822
2720.18994  0.280876
2720.82007  0.226614
2721.44995  0.218301
2722.07007  0.313358
2722.69995  0.215936
2723.33008  0.250297
2723.94995  0.256527
2724.58008  0.218912
2725.20996  0.360030
2725.84009  0.397889
2726.45996  0.273807
2727.09009  0.321895
2727.71997  0.365806
2728.35010  0.357615
2728.97998  0.292877
2729.61011  0.323920
2730.22998  0.414188
2730.86011  0.280238
2731.48999  0.259149
2732.12012  0.266678
2732.75000  0.300937
2733.37988  0.320785
2734.01001  0.208543
2734.63989  0.186747
2735.27002  0.163157
2735.89990  0.253374
2736.53003  0.314493
2737.15991  0.193677
2737.79004  0.201910
2738.41992  0.238157
2739.05005  0.239467
2739.67993  0.205094
2740.31006  0.195988
2740.93994  0.177862
2741.57007  0.187081
2742.19995  0.172259
2742.84009  0.234910
2743.46997  0.259553
2744.10010  0.278406
2744.72998  0.283425
2745.36011  0.238332
2746.00000  0.204529
2746.62988  0.253199
2747.26001  0.121309
2747.88989  0.205741
2748.53003  0.257311
2749.15991  0.185296
2749.79004  0.139957
2750.42993  0.315036
2751.06006  0.216215
2751.68994  0.065400
2752.33008  0.274881
2752.95996  0.263519
2753.59009  0.300549
2754.22998  0.184974
2754.86011  0.213565
2755.50000  0.311258
2756.12988  0.162359
2756.77002  0.144593
2757.39990  0.213774
2758.04004  0.354134
2758.66992  0.263613
2759.31006  0.280910
2759.93994  0.180583
2760.58008  0.233659
2761.20996  0.281301
2761.85010  0.302732
2762.47998  0.351087
2763.12012  0.256789
2763.76001  0.235103
2764.38989  0.261011
2765.03003  0.301860
2765.66992  0.265155
2766.30005  0.299817
2766.93994  0.304131
2767.58008  0.135065
2768.21997  0.361308
2768.85010  0.310732
2769.48999  0.316012
2770.12988  0.312749
2770.77002  0.302857
2771.39990  0.256819
2772.04004  0.314450
2772.67993  0.373918
2773.32007  0.295109
2773.95996  0.322219
2774.60010  0.344635
2775.23999  0.320518
2775.87012  0.231849
2776.51001  0.268449
2777.14990  0.312766
2777.79004  0.222316
2778.42993  0.272893
2779.07007  0.273419
2779.70996  0.230375
2780.35010  0.308499
2780.98999  0.186154
2781.62988  0.163437
2782.27002  0.274870
2782.90991  0.268851
2783.56006  0.296312
2784.19995  0.242780
2784.84009  0.222729
2785.47998  0.299836
2786.12012  0.213420
2786.76001  0.218499
2787.39990  0.264284
2788.05005  0.223482
2788.68994  0.157659
2789.33008  0.231667
2789.96997  0.278746
2790.61011  0.236449
2791.26001  0.125828
2791.89990  0.057677
2792.54004  0.185660
2793.18994  0.197039
2793.83008  0.167104
2794.46997  0.145834
2795.12012  0.184719
2795.76001  0.134505
2796.39990  0.195633
2797.05005  0.231465
2797.68994  0.129485
2798.34009  0.149700
2798.97998  0.123874
2799.62988  0.142939
2800.27002  0.170124
2800.90991  0.065574
2801.56006  0.219451
2802.19995  0.165338
2802.85010  0.085820
2803.50000  0.172700
2804.13989  0.225625
2804.79004  0.235106
2805.42993  0.231670
2806.08008  0.114055
2806.72998  0.225359
2807.37012  0.189108
2808.02002  0.116067
2808.65991  0.225638
2809.31006  0.238368
2809.95996  0.247865
2810.61011  0.228203
2811.25000  0.246361
2811.89990  0.267998
2812.55005  0.214557
2813.19995  0.160557
2813.84009  0.191291
2814.48999  0.226643
2815.13989  0.280974
2815.79004  0.225428
2816.43994  0.332825
2817.08008  0.365897
2817.72998  0.321371
2818.37988  0.287354
2819.03003  0.311851
2819.67993  0.330234
2820.33008  0.328197
2820.97998  0.324902
2821.62988  0.310125
2822.28003  0.345358
2822.92993  0.311112
2823.58008  0.295509
2824.22998  0.339558
2824.87988  0.373193
2825.53003  0.272169
2826.17993  0.333506
2826.83008  0.381593
2827.47998  0.384330
2828.12988  0.338762
2828.78003  0.282454
2829.43994  0.351913
2830.09009  0.385465
2830.73999  0.360280
2831.38989  0.366253
2832.04004  0.507013
2832.69995  0.393273
2833.35010  0.265965
2834.00000  0.352745
2834.64990  0.399753
2835.31006  0.380829
2835.95996  0.320075
2836.61011  0.382360
2837.26001  0.415731
2837.91992  0.387947
2838.57007  0.405697
2839.22998  0.353275
2839.87988  0.275506
2840.53003  0.254024
2841.18994  0.404116
2841.84009  0.353283
2842.50000  0.352191
2843.14990  0.273135
2843.81006  0.334072
2844.45996  0.344670
2845.12012  0.247576
2845.77002  0.285974
2846.42993  0.420070
2847.08008  0.309290
2847.73999  0.276448
2848.38989  0.341297
2849.05005  0.287825
2849.69995  0.234904
2850.36011  0.258564
2851.02002  0.152417
2851.66992  0.172651
2852.33008  0.195771
2852.98999  0.249464
2853.63989  0.224007
2854.30005  0.196143
2854.95996  0.261200
2855.62012  0.165543
2856.27002  0.237000
2856.92993  0.224115
2857.59009  0.293147
